train_id,train_type,scheduled_time,time_of_day,day_of_week,weather,congestion,historical_delay,actual_delay
1042,Express,2025-09-01 09:30:00,9.5,0,Rain,0.594647524914709,5.575433606106103,6.422227324174508
1043,Freight,2025-09-01 09:35:00,9.583333333333334,0,Clear,0.19703055506282707,4.364632039925382,5.61037081863737
1044,Freight,2025-09-01 09:40:00,9.666666666666666,0,Clear,0.3232285127597734,6.305030006895696,6.246821288449696
1045,Freight,2025-09-01 09:45:00,9.75,0,Clear,0.27140594043387534,8.848340180988709,7.794538128953806
1046,Express,2025-09-01 09:50:00,9.833333333333334,0,Clear,0.603007053441732,6.160661908780858,5.64561422247481
1047,Freight,2025-09-01 09:55:00,9.916666666666666,0,Clear,1.0,12.559394778292203,11.908003526986406
1048,Freight,2025-09-01 10:00:00,10.0,0,Clear,0.3454349570924856,5.113608981245792,5.598972529074896
1049,Local,2025-09-01 10:05:00,10.083333333333334,0,Clear,0.5163748278772645,4.858053476822962,6.470769348012614
1050,Express,2025-09-01 10:10:00,10.166666666666666,0,Clear,0.40561362684211333,5.675862974082875,5.611582954987412
1051,Freight,2025-09-01 10:15:00,10.25,0,Clear,0.28445104441413877,4.462431592632535,4.24597300305056
1052,Express,2025-09-01 10:20:00,10.333333333333334,0,Clear,0.9287888178650652,5.815428365168806,7.840570951826413
1053,Freight,2025-09-01 10:25:00,10.416666666666666,0,Clear,0.5372908629538855,5.5239672593910125,5.638703700857912
1054,Express,2025-09-01 10:30:00,10.5,0,Fog,0.6009974557960914,7.1371987160610155,8.337495123116792
1055,Express,2025-09-01 10:35:00,10.583333333333334,0,Clear,0.43309975283181035,7.5344887085140115,7.129506997553056
1056,Local,2025-09-01 10:40:00,10.666666666666666,0,Clear,0.9244312394025267,8.092147991563442,9.611517957517455
1057,Express,2025-09-01 10:45:00,10.75,0,Clear,0.4031531854267497,5.081192022282291,4.306557968852955
1058,Local,2025-09-01 10:50:00,10.833333333333334,0,Clear,0.0,-0.2525681513931603,0.0
1059,Express,2025-09-01 10:55:00,10.916666666666666,0,Clear,0.2504433636070301,1.7533117855343048,1.6225712082482135
1060,Express,2025-09-01 11:00:00,11.0,0,Clear,0.732632750430992,4.434753973577175,5.416262624625126
1061,Express,2025-09-01 11:05:00,11.083333333333334,0,Clear,0.5924206948526541,4.308814742234202,4.694128339095962
1062,Freight,2025-09-01 11:10:00,11.166666666666666,0,Clear,0.8172033632290705,8.560622556376991,6.427589181720724
1063,Freight,2025-09-01 11:15:00,11.25,0,Clear,0.10958244009549961,4.596778856222469,5.219478376043063
1064,Express,2025-09-01 11:20:00,11.333333333333334,0,Clear,0.3821270486111577,5.348981971674043,4.991966485708995
1065,Local,2025-09-01 11:25:00,11.416666666666666,0,Rain,0.36141808094786915,8.423861565288748,7.794232723365135
1066,Express,2025-09-01 11:30:00,11.5,0,Clear,0.6494587210246524,6.096591263050695,6.1174928570148435
1067,Express,2025-09-01 11:35:00,11.583333333333334,0,Clear,0.5234654766617564,5.03279496987672,5.234987622310614
1068,Freight,2025-09-01 11:40:00,11.666666666666666,0,Clear,0.665083269797606,10.922997697941241,9.617518890786913
1069,Express,2025-09-01 11:45:00,11.75,0,Rain,0.5042007683265518,6.54339426056851,6.673537314936195
1070,Freight,2025-09-01 11:50:00,11.833333333333334,0,Clear,0.3363558633533055,9.19689234999105,10.202909731490752
1071,Local,2025-09-01 11:55:00,11.916666666666666,0,Clear,0.25716227744245357,5.419558808023312,4.791213298759032
1072,Express,2025-09-01 12:00:00,12.0,0,Clear,0.5151609116387452,3.711761780225999,2.7366420468082477
1073,Express,2025-09-01 12:05:00,12.083333333333334,0,Clear,0.47058852369957227,4.085669497944707,4.649394050748682
1074,Local,2025-09-01 12:10:00,12.166666666666666,0,Clear,0.5489933142217446,3.8090352289698854,4.280073534588208
1075,Express,2025-09-01 12:15:00,12.25,0,Fog,0.5464099874715272,1.9748274674579598,3.382291241834515
1076,Freight,2025-09-01 12:20:00,12.333333333333334,0,Rain,0.3563111557495128,8.021880196671386,7.710972631073382
1077,Local,2025-09-01 12:25:00,12.416666666666666,0,Rain,0.7950712433899104,7.729865679896276,8.732395044534085
1078,Express,2025-09-01 12:30:00,12.5,0,Clear,0.5645437120676179,3.252146899542234,2.7328003853010614
1079,Freight,2025-09-01 12:35:00,12.583333333333334,0,Clear,0.8065477826005156,9.818354207139482,10.219574679025317
1080,Express,2025-09-01 12:40:00,12.666666666666666,0,Fog,0.5448184963620833,6.391771878284922,6.29409577973609
1081,Freight,2025-09-01 12:45:00,12.75,0,Clear,0.34539804322890666,9.933946301048731,8.974675474963524
1082,Local,2025-09-01 12:50:00,12.833333333333334,0,Clear,0.6744641273441356,8.60327170875919,6.413468775541517
1083,Express,2025-09-01 12:55:00,12.916666666666666,0,Clear,0.3383403429289697,-0.525755021680761,0.0
1084,Local,2025-09-01 13:00:00,13.0,0,Clear,0.5683511951554319,10.112872687550414,9.162448849364363
1085,Local,2025-09-01 13:05:00,13.083333333333334,0,Clear,0.3846192688675194,3.4987079650181863,1.6672491991638325
1086,Freight,2025-09-01 13:10:00,13.166666666666666,0,Rain,0.7358880241442574,7.7638423115652575,9.476976840656135
1087,Freight,2025-09-01 13:15:00,13.25,0,Rain,0.7707744748330826,11.633383470466722,10.39556715849326
1088,Local,2025-09-01 13:20:00,13.333333333333334,0,Clear,0.5010487399436366,4.65018815571206,5.100253627191304
1089,Local,2025-09-01 13:25:00,13.416666666666666,0,Clear,0.6245699864694998,6.502450016299545,5.988011182240796
1090,Express,2025-09-01 13:30:00,13.5,0,Clear,0.19317716585287553,5.0467306508938625,4.714416638914271
1091,Local,2025-09-01 13:35:00,13.583333333333334,0,Clear,0.3503026926886893,6.527929005669898,6.460410524259789
1092,Local,2025-09-01 13:40:00,13.666666666666666,0,Clear,0.4502071703041853,7.289760873318971,6.644384923733823
1093,Freight,2025-09-01 13:45:00,13.75,0,Clear,0.7737263115064698,9.00046735631488,10.759206842737994
1094,Express,2025-09-01 13:50:00,13.833333333333334,0,Clear,0.44611863311108846,6.614153362354483,5.111796310258455
1095,Express,2025-09-01 13:55:00,13.916666666666666,0,Clear,0.514818956083955,0.6266011588968017,0.6821488577934205
1096,Local,2025-09-01 14:00:00,14.0,0,Fog,0.08651157999202463,3.036359900421717,4.34082940092657
1097,Express,2025-09-01 14:05:00,14.083333333333334,0,Clear,0.6339345097660077,4.596923764462388,5.5368035507897435
1098,Express,2025-09-01 14:10:00,14.166666666666666,0,Clear,0.4874641805453656,4.849343677939126,5.83506972427467
1099,Express,2025-09-01 14:15:00,14.25,0,Clear,0.6008093031035688,2.7514677496141875,3.5443405818765314
1100,Express,2025-09-01 14:20:00,14.333333333333334,0,Clear,0.47859392800908845,1.2474296178686004,1.8010789232157824
1101,Local,2025-09-01 14:25:00,14.416666666666666,0,Clear,0.26042442148223033,2.3770754236424323,2.1630955129082103
1102,Freight,2025-09-01 14:30:00,14.5,0,Rain,0.477534390061834,9.037433841347982,8.423267141304557
1103,Express,2025-09-01 14:35:00,14.583333333333334,0,Clear,0.651501542009461,2.056984693017893,4.358905857753478
1104,Local,2025-09-01 14:40:00,14.666666666666666,0,Clear,0.8289935427002568,7.052446140144551,6.475889177088784
1105,Local,2025-09-01 14:45:00,14.75,0,Clear,0.5622500309087072,4.162124561890284,5.1176650024907095
1106,Local,2025-09-01 14:50:00,14.833333333333334,0,Clear,0.34872985094313935,0.6012988022209608,1.2478716864634873
1107,Express,2025-09-01 14:55:00,14.916666666666666,0,Rain,0.28369039927712103,8.958065422757306,8.076425665807855
1108,Freight,2025-09-01 15:00:00,15.0,0,Clear,0.5154736615295237,6.893397643790272,5.3702735665206145
1109,Local,2025-09-01 15:05:00,15.083333333333334,0,Clear,0.6077820087369318,2.51265581468774,3.895455545652076
1110,Local,2025-09-01 15:10:00,15.166666666666666,0,Clear,0.22028648523617173,3.7970148156763455,4.447657384798172
1111,Express,2025-09-01 15:15:00,15.25,0,Clear,0.4025749232470608,2.681542678960981,3.512492795372019
1112,Local,2025-09-01 15:20:00,15.333333333333334,0,Fog,0.45221039062671803,4.321363689108779,4.898135019677111
1113,Express,2025-09-01 15:25:00,15.416666666666666,0,Clear,0.6510782451651512,5.8565212052211475,5.105134081849359
1114,Local,2025-09-01 15:30:00,15.5,0,Clear,0.36747524821083066,4.582789669908786,5.346048826451303
1115,Local,2025-09-01 15:35:00,15.583333333333334,0,Clear,0.13902357986709618,2.4492698575411325,3.353586482645541
1116,Express,2025-09-01 15:40:00,15.666666666666666,0,Clear,0.4867840402705367,0.8468357342961473,1.4986718420983065
1117,Express,2025-09-01 15:45:00,15.75,0,Clear,0.5094797342632829,5.49257215448543,6.069464024008578
1118,Express,2025-09-01 15:50:00,15.833333333333334,0,Clear,0.6059608355830566,5.047257754686851,7.51890225481414
1119,Express,2025-09-01 15:55:00,15.916666666666666,0,Rain,0.34062094890590466,5.182032253462226,5.786017440178046
1120,Freight,2025-09-01 16:00:00,16.0,0,Clear,0.51731795749458,7.960335335843128,6.792553274183321
1121,Express,2025-09-01 16:05:00,16.083333333333332,0,Clear,0.5508841686602426,2.8975343759968477,3.3300925638164687
1122,Express,2025-09-01 16:10:00,16.166666666666668,0,Rain,0.5579549713792826,11.369656128998265,10.498531425566574
1123,Express,2025-09-01 16:15:00,16.25,0,Rain,0.43479529356643176,0.5244363801254786,1.5325226910428826
1124,Local,2025-09-01 16:20:00,16.333333333333332,0,Clear,0.5036836758379103,8.70190405334219,8.374976679578028
1125,Express,2025-09-01 16:25:00,16.416666666666668,0,Clear,0.45617989423822713,4.9791736755334615,4.208308481646495
1126,Express,2025-09-01 16:30:00,16.5,0,Rain,0.2042827508440317,6.851700998972463,6.513204591478049
1127,Local,2025-09-01 16:35:00,16.583333333333332,0,Clear,0.4169424172198397,5.113607599736365,4.865387013436028
1128,Express,2025-09-01 16:40:00,16.666666666666668,0,Clear,0.6660671633088491,3.3558015652547524,3.28423532803536
1129,Freight,2025-09-01 16:45:00,16.75,0,Rain,0.40446851064697664,9.991874553542912,10.501890952397659
1130,Express,2025-09-01 16:50:00,16.833333333333332,0,Rain,0.44602501294132574,3.274329386007228,3.7186226460833396
1131,Express,2025-09-01 16:55:00,16.916666666666668,0,Clear,0.5754600986089704,7.547610290670093,6.191972431865143
1132,Local,2025-09-01 17:00:00,17.0,0,Clear,0.3452421601792854,-0.19657669445140047,1.5821435544528781
1133,Local,2025-09-01 17:05:00,17.083333333333332,0,Rain,0.7992088622978366,8.229701379128283,9.35519042642666
1134,Local,2025-09-01 17:10:00,17.166666666666668,0,Clear,0.5218789589209786,7.063816233059969,6.582807001323255
1135,Freight,2025-09-01 17:15:00,17.25,0,Clear,0.5447768048558262,12.378129868240002,11.032709822085025
1136,Local,2025-09-01 17:20:00,17.333333333333332,0,Clear,0.3020790359482838,3.6166252877791005,3.560900375490406
1137,Local,2025-09-01 17:25:00,17.416666666666668,0,Clear,0.7188383036941897,5.570132955059739,5.997014025007159
1138,Freight,2025-09-01 17:30:00,17.5,0,Clear,0.29757912494796646,3.2989319899181746,2.47576140595626
1139,Express,2025-09-01 17:35:00,17.583333333333332,0,Clear,0.5146635934376808,5.085433687335221,3.4164121620458276
1140,Express,2025-09-01 17:40:00,17.666666666666668,0,Clear,0.45085138718281115,0.46277454065995416,3.159661183601526
1141,Freight,2025-09-01 17:45:00,17.75,0,Clear,0.48914102669643755,11.759323379617074,10.632758350069317
1142,Express,2025-09-01 17:50:00,17.833333333333332,0,Clear,0.4462222618890339,4.037641557100724,1.4642817538508628
1143,Express,2025-09-01 17:55:00,17.916666666666668,0,Clear,0.5118436868028976,4.322871230429153,4.467231642353096
1144,Express,2025-09-01 18:00:00,18.0,0,Clear,0.49344934595680034,2.1610007507961075,2.873846533473272
1145,Freight,2025-09-01 18:05:00,18.083333333333332,0,Clear,0.5212860455383793,2.917283508366714,1.8257766564442521
1146,Local,2025-09-01 18:10:00,18.166666666666668,0,Clear,0.43146248118393027,2.4383814603941776,3.8458931551119986
1147,Local,2025-09-01 18:15:00,18.25,0,Clear,0.3444366624818249,7.20953185618003,5.937976761185872
1148,Express,2025-09-01 18:20:00,18.333333333333332,0,Clear,0.644334412808647,2.08338266813765,2.6079029344174236
1149,Local,2025-09-01 18:25:00,18.416666666666668,0,Clear,0.5978749122455836,4.731777869607634,5.106598677157232
1150,Freight,2025-09-01 18:30:00,18.5,0,Rain,0.427806766836184,9.804436880145703,10.8855002077456
1151,Express,2025-09-01 18:35:00,18.583333333333332,0,Rain,0.6231871213888528,6.140275196432049,7.391388772817352
1152,Local,2025-09-01 18:40:00,18.666666666666668,0,Rain,0.3954553958961921,7.766407136508172,8.470750827050932
1153,Local,2025-09-01 18:45:00,18.75,0,Clear,0.21830774072728804,2.503781921355527,0.7489877393711621
1154,Local,2025-09-01 18:50:00,18.833333333333332,0,Clear,0.5422034934405237,4.5148756500934075,5.059794736902357
1155,Freight,2025-09-01 18:55:00,18.916666666666668,0,Clear,0.5798272228704142,7.857720396008442,7.707418634546564
1156,Local,2025-09-01 19:00:00,19.0,0,Clear,0.5615603537784118,0.6008399152515067,1.9490253373572197
1157,Express,2025-09-01 19:05:00,19.083333333333332,0,Rain,0.6486528188045431,7.276366484319716,6.928784778958045
1158,Express,2025-09-01 19:10:00,19.166666666666668,0,Clear,0.5391690510195363,2.686521506601625,2.278268750887153
1159,Local,2025-09-01 19:15:00,19.25,0,Rain,0.15948327915243188,6.4516501274878575,5.468959143542343
1160,Local,2025-09-01 19:20:00,19.333333333333332,0,Clear,0.13182515373367093,-0.39302158876505644,0.2317969889306224
1161,Express,2025-09-01 19:25:00,19.416666666666668,0,Clear,0.5052182100421667,3.6494598568538343,4.404842789207157
1162,Express,2025-09-01 19:30:00,19.5,0,Clear,0.3153533507778191,-0.7871223595430855,0.18875089343424722
1163,Local,2025-09-01 19:35:00,19.583333333333332,0,Clear,0.7107283593215679,7.43584208138606,7.251005957691186
1164,Freight,2025-09-01 19:40:00,19.666666666666668,0,Clear,0.3848724347524452,9.11333877607419,6.553254237805395
1165,Express,2025-09-01 19:45:00,19.75,0,Clear,0.48078802005507004,5.585551774972007,3.814751139336497
1166,Local,2025-09-01 19:50:00,19.833333333333332,0,Clear,0.6415503870910951,5.356776509813557,4.724368770758035
1167,Express,2025-09-01 19:55:00,19.916666666666668,0,Clear,0.694510889925346,3.4652723523508344,3.712790987902339
1168,Freight,2025-09-01 20:00:00,20.0,0,Clear,0.48511331417999076,8.329725081114555,8.1520240801813
1169,Freight,2025-09-01 20:05:00,20.083333333333332,0,Clear,0.23293112825797974,7.5979483909645795,6.517167665409958
1170,Local,2025-09-01 20:10:00,20.166666666666668,0,Rain,0.4859668577082706,4.023497498350227,3.5938792792176413
1171,Express,2025-09-01 20:15:00,20.25,0,Clear,0.5415375374326222,3.140264997112112,2.0871121437792084
1172,Freight,2025-09-01 20:20:00,20.333333333333332,0,Fog,0.492088969228669,10.343853586247723,10.315535210117263
1173,Express,2025-09-01 20:25:00,20.416666666666668,0,Rain,0.505951227899149,5.765673632571819,6.2279489212768615
1174,Express,2025-09-01 20:30:00,20.5,0,Clear,0.5444267543267426,4.564819408207022,3.309063282633501
1175,Express,2025-09-01 20:35:00,20.583333333333332,0,Clear,0.3210785395560992,6.016981782555636,5.820427006044061
1176,Express,2025-09-01 20:40:00,20.666666666666668,0,Clear,0.5534100531738517,6.182005899565409,6.0997219102899845
1177,Freight,2025-09-01 20:45:00,20.75,0,Clear,0.7130960750130703,8.653346990063257,7.243999549877677
1178,Local,2025-09-01 20:50:00,20.833333333333332,0,Clear,0.41089949571984563,8.951738074285187,7.372165928554475
1179,Express,2025-09-01 20:55:00,20.916666666666668,0,Clear,0.39542799456934635,-0.2349850011366743,0.6836669453475239
1180,Express,2025-09-01 21:00:00,21.0,0,Clear,0.4930630225226438,5.977308093022981,4.426807600208904
1181,Express,2025-09-01 21:05:00,21.083333333333332,0,Rain,0.30032919185224183,6.55663110384111,6.770619948066619
1182,Freight,2025-09-01 21:10:00,21.166666666666668,0,Clear,0.2754555956875403,6.584005274706399,6.417553066493343
1183,Local,2025-09-01 21:15:00,21.25,0,Clear,0.5984902528016298,3.7844645933053296,4.315461548307147
1184,Express,2025-09-01 21:20:00,21.333333333333332,0,Clear,0.3725225745386964,7.033672757437137,5.6131685094472825
1185,Local,2025-09-01 21:25:00,21.416666666666668,0,Clear,0.38585074125010477,3.843590176694197,3.210658358938686
1186,Express,2025-09-01 21:30:00,21.5,0,Clear,0.8095010402660123,8.835972897302732,9.448761587787118
1187,Freight,2025-09-01 21:35:00,21.583333333333332,0,Fog,0.42245968801280315,9.440945699513653,9.106488909526629
1188,Local,2025-09-01 21:40:00,21.666666666666668,0,Clear,0.4646105545011901,1.811749609915706,3.191068837930233
1189,Freight,2025-09-01 21:45:00,21.75,0,Clear,0.3538139920116162,5.311449305636253,5.087661353997355
1190,Freight,2025-09-01 21:50:00,21.833333333333332,0,Clear,1.0,8.448823011641137,8.938262454159359
1191,Local,2025-09-01 21:55:00,21.916666666666668,0,Clear,0.7088321754138144,7.061557332347755,7.420849423134815
1192,Freight,2025-09-01 22:00:00,22.0,0,Clear,0.6640964362394728,10.065801369240587,8.999126679651432
1193,Local,2025-09-01 22:05:00,22.083333333333332,0,Clear,0.7338591180891345,6.215632234334421,6.068918547901098
1194,Express,2025-09-01 22:10:00,22.166666666666668,0,Clear,0.5737346617745802,3.6844751689275776,3.6557303459927604
1195,Express,2025-09-01 22:15:00,22.25,0,Clear,0.7556903725214598,5.962776919324714,5.916340371168565
1196,Local,2025-09-01 22:20:00,22.333333333333332,0,Clear,0.6290968362282151,9.79331222902721,10.10109046398021
1197,Freight,2025-09-01 22:25:00,22.416666666666668,0,Clear,0.5438300655327878,7.351410854193162,7.0723893284228225
1198,Local,2025-09-01 22:30:00,22.5,0,Rain,0.41071327708989436,7.926091398195753,6.852459648335981
1199,Express,2025-09-01 22:35:00,22.583333333333332,0,Clear,0.2946969401177879,3.635087993772637,5.158274898556412
1200,Express,2025-09-01 22:40:00,22.666666666666668,0,Rain,0.3882156305456823,7.649241562637476,6.083717533403136
1201,Local,2025-09-01 22:45:00,22.75,0,Clear,0.4868499477854024,-0.17373407074015512,2.025071885879927
1202,Express,2025-09-01 22:50:00,22.833333333333332,0,Clear,0.29575343657385733,4.435034227813049,4.19123351404185
1203,Local,2025-09-01 22:55:00,22.916666666666668,0,Clear,0.3871842738526543,5.524332135253864,5.623507999033247
1204,Local,2025-09-01 23:00:00,23.0,0,Clear,0.19489496581505222,1.7399676387723266,1.7855536551278244
1205,Freight,2025-09-01 23:05:00,23.083333333333332,0,Clear,0.5486678898645384,6.232693094879601,4.788928490806342
1206,Freight,2025-09-01 23:10:00,23.166666666666668,0,Clear,0.5685450692755408,8.894544134193017,8.324776853960813
1207,Freight,2025-09-01 23:15:00,23.25,0,Clear,0.589541712003463,8.63929636901223,7.9302926114237176
1208,Freight,2025-09-01 23:20:00,23.333333333333332,0,Clear,0.364721539588146,9.750052152706164,9.790210103350507
1209,Express,2025-09-01 23:25:00,23.416666666666668,0,Clear,0.21384497957639037,3.3117329961333994,3.9643569754357904
1210,Express,2025-09-01 23:30:00,23.5,0,Clear,0.40953873615018466,-1.5839028234857233,0.0
1211,Local,2025-09-01 23:35:00,23.583333333333332,0,Rain,0.6520829312288595,5.930833944972752,5.978545301114732
1212,Express,2025-09-01 23:40:00,23.666666666666668,0,Fog,0.49927949218188633,5.1823458764733825,3.678947574706232
1213,Local,2025-09-01 23:45:00,23.75,0,Clear,0.6754724581151343,4.427865496161621,6.4696003645859115
1214,Express,2025-09-01 23:50:00,23.833333333333332,0,Clear,0.29967599802101685,4.033541929203714,2.2358554023541912
1215,Freight,2025-09-01 23:55:00,23.916666666666668,0,Clear,0.628168572253402,11.492355989605183,10.567722306692415
1216,Express,2025-09-02 00:00:00,0.0,1,Rain,0.5119260739840348,5.475906202106651,4.777682888493061
1217,Freight,2025-09-02 00:05:00,0.08333333333333333,1,Rain,0.5786970770843499,11.036052681584202,11.57128789314477
1218,Express,2025-09-02 00:10:00,0.16666666666666666,1,Rain,0.7634788131268652,10.051332960771255,7.97607208814599
1219,Local,2025-09-02 00:15:00,0.25,1,Clear,0.36216243638208645,2.3862527770093003,2.870138611063622
1220,Freight,2025-09-02 00:20:00,0.3333333333333333,1,Clear,0.6045670976070999,6.455647985504458,6.4800025777654415
1221,Local,2025-09-02 00:25:00,0.4166666666666667,1,Clear,0.9284540717223728,7.766762713388899,7.646731386670638
1222,Express,2025-09-02 00:30:00,0.5,1,Clear,0.448524692515331,0.7532031299420864,0.3539800073368071
1223,Freight,2025-09-02 00:35:00,0.5833333333333334,1,Clear,0.6294391879405482,3.8607289214287865,5.3251038016386065
1224,Freight,2025-09-02 00:40:00,0.6666666666666666,1,Clear,0.5448903637119944,11.047466478954144,9.363538787496275
1225,Local,2025-09-02 00:45:00,0.75,1,Rain,0.408223147426212,6.987744222162305,6.104084284675633
1226,Express,2025-09-02 00:50:00,0.8333333333333334,1,Clear,0.7953080699451791,7.90646842645645,8.532031127965979
1227,Freight,2025-09-02 00:55:00,0.9166666666666666,1,Rain,0.5791607066874818,7.702730564495999,8.374353932434051
1228,Freight,2025-09-02 01:00:00,1.0,1,Clear,0.49488918580171093,9.858393307923428,9.314793153328996
1229,Local,2025-09-02 01:05:00,1.0833333333333333,1,Clear,0.4258771335827788,5.11308042346278,6.852794202240879
1230,Express,2025-09-02 01:10:00,1.1666666666666667,1,Clear,0.24106370485581885,4.30033460258006,4.7680358038919515
1231,Freight,2025-09-02 01:15:00,1.25,1,Clear,0.5693007763461432,6.2864562160088,7.56944844019737
1232,Express,2025-09-02 01:20:00,1.3333333333333333,1,Rain,0.18868362026804975,4.776631190310784,3.2758713996764737
1233,Express,2025-09-02 01:25:00,1.4166666666666667,1,Clear,0.6700443484226986,6.453743971662267,4.376995988101426
1234,Freight,2025-09-02 01:30:00,1.5,1,Rain,0.7060566908063685,10.454876317070534,10.713918462891238
1235,Express,2025-09-02 01:35:00,1.5833333333333335,1,Clear,0.46073003018300435,5.271585154179285,5.219639268371986
1236,Express,2025-09-02 01:40:00,1.6666666666666665,1,Clear,0.6465280154431159,4.7963701227576205,4.71773493244153
1237,Express,2025-09-02 01:45:00,1.75,1,Clear,0.10035986309357847,3.7813030038644264,3.4348145279664335
1238,Local,2025-09-02 01:50:00,1.8333333333333335,1,Clear,0.9176749409561455,8.335053206164043,7.226870389426526
1239,Express,2025-09-02 01:55:00,1.9166666666666665,1,Clear,0.2920188145748938,3.418606319924539,1.5045749660577525
1240,Freight,2025-09-02 02:00:00,2.0,1,Clear,0.6740135461377509,9.185863957915291,9.035445052771715
1241,Local,2025-09-02 02:05:00,2.0833333333333335,1,Clear,0.5729922004932451,6.890805692397017,5.840151296389405
